Patch,Name,Class,Role,Tier,Score,Trend,KDA,Type,Rate
12-21,Jinx,Marksman,ADC,A,51.87,-1.48,2.31,Pick %,8.24%
12-21,Jinx,Marksman,ADC,A,51.87,-1.48,2.31,Ban %,0.77%
12-21,K'Sante,Fighter,TOP,God,80.26,0,1.8,Win %,45.33%
12-21,K'Sante,Fighter,TOP,God,80.26,0,1.8,Role %,85.07%
12-21,K'Sante,Fighter,TOP,God,80.26,0,1.8,Pick %,14.48%
12-21,K'Sante,Fighter,TOP,God,80.26,0,1.8,Ban %,16.08%
12-21,Kai'Sa,Marksman,ADC,God,93.54,-0.74,2.49,Win %,50.33%
12-21,Kai'Sa,Marksman,ADC,God,93.54,-0.74,2.49,Role %,96.38%
12-21,Kai'Sa,Marksman,ADC,God,93.54,-0.74,2.49,Pick %,22.41%
12-21,Kai'Sa,Marksman,ADC,God,93.54,-0.74,2.49,Ban %,6.91%
12-21,Kalista,Marksman,ADC,D,32.9,-1.3,2.23,Win %,48.18%
12-21,Kalista,Marksman,ADC,D,32.9,-1.3,2.23,Role %,93.71%
12-21,Kalista,Marksman,ADC,D,32.9,-1.3,2.23,Pick %,3.55%
12-21,Kalista,Marksman,ADC,D,32.9,-1.3,2.23,Ban %,1.58%
12-21,Karma,Mage,SUPPORT,S,58.25,5.09,2.72,Win %,48.78%
12-21,Karma,Mage,SUPPORT,S,58.25,5.09,2.72,Role %,85.48%
12-21,Karma,Mage,SUPPORT,S,58.25,5.09,2.72,Pick %,7.75%
12-21,Karma,Mage,SUPPORT,S,58.25,5.09,2.72,Ban %,1.64%
12-21,Karthus,Mage,MID,C,40.65,6.21,2.24,Win %,50.93%
12-21,Karthus,Mage,MID,C,40.65,6.21,2.24,Role %,10.88%
12-21,Karthus,Mage,MID,C,40.65,6.21,2.24,Pick %,0.41%
12-21,Karthus,Mage,MID,C,40.65,6.21,2.24,Ban %,3.07%
12-21,Karthus,Mage,JUNGLE,C,39.66,-0.56,2.57,Win %,49.16%
12-21,Karthus,Mage,JUNGLE,C,39.66,-0.56,2.57,Role %,61.95%
12-21,Karthus,Mage,JUNGLE,C,39.66,-0.56,2.57,Pick %,2.28%
12-21,Karthus,Mage,JUNGLE,C,39.66,-0.56,2.57,Ban %,3.07%
12-21,Karthus,Mage,ADC,C,36.96,-2.26,2.24,Win %,52.96%
12-21,Karthus,Mage,ADC,C,36.96,-2.26,2.24,Role %,19.69%
12-21,Karthus,Mage,ADC,C,36.96,-2.26,2.24,Pick %,0.87%
12-21,Karthus,Mage,ADC,C,36.96,-2.26,2.24,Ban %,3.07%
12-21,Kassadin,Assassin,MID,A,52.54,0.22,2.51,Win %,50.99%
12-21,Kassadin,Assassin,MID,A,52.54,0.22,2.51,Role %,96.92%
12-21,Kassadin,Assassin,MID,A,52.54,0.22,2.51,Pick %,3.36%
12-21,Kassadin,Assassin,MID,A,52.54,0.22,2.51,Ban %,7.16%
12-21,Katarina,Assassin,MID,S,63.92,-2.96,2.37,Win %,49.90%
12-21,Katarina,Assassin,MID,S,63.92,-2.96,2.37,Role %,95.54%
12-21,Katarina,Assassin,MID,S,63.92,-2.96,2.37,Pick %,7.28%
12-21,Katarina,Assassin,MID,S,63.92,-2.96,2.37,Ban %,10.18%
12-21,Kayle,Fighter,TOP,B,43.26,-0.35,1.76,Win %,49.15%
12-21,Kayle,Fighter,TOP,B,43.26,-0.35,1.76,Role %,80.81%
12-21,Kayle,Fighter,TOP,B,43.26,-0.35,1.76,Pick %,2.33%
12-21,Kayle,Fighter,TOP,B,43.26,-0.35,1.76,Ban %,0.74%
12-21,Kayle,Fighter,MID,D,32.64,-5.92,2.08,Win %,47.32%
12-21,Kayle,Fighter,MID,D,32.64,-5.92,2.08,Role %,14.61%
12-21,Kayle,Fighter,MID,D,32.64,-5.92,2.08,Pick %,0.37%
12-21,Kayle,Fighter,MID,D,32.64,-5.92,2.08,Ban %,0.74%
12-21,Kayn,Fighter,JUNGLE,God,70.69,0.69,2.47,Win %,50.53%
12-21,Kayn,Fighter,JUNGLE,God,70.69,0.69,2.47,Role %,97.57%
12-21,Kayn,Fighter,JUNGLE,God,70.69,0.69,2.47,Pick %,9.54%
12-21,Kayn,Fighter,JUNGLE,God,70.69,0.69,2.47,Ban %,12.34%
12-21,Kennen,Mage,TOP,C,41.03,-0.2,1.99,Win %,48.78%
12-21,Kennen,Mage,TOP,C,41.03,-0.2,1.99,Role %,78.04%
12-21,Kennen,Mage,TOP,C,41.03,-0.2,1.99,Pick %,1.37%
12-21,Kennen,Mage,TOP,C,41.03,-0.2,1.99,Ban %,0.53%
12-21,Kennen,Mage,MID,C,40.9,-1.36,2.43,Win %,50.76%
12-21,Kennen,Mage,MID,C,40.9,-1.36,2.43,Role %,16.68%
12-21,Kennen,Mage,MID,C,40.9,-1.36,2.43,Pick %,0.29%
12-21,Kennen,Mage,MID,C,40.9,-1.36,2.43,Ban %,0.46%
12-21,Kha'Zix,Assassin,JUNGLE,A,52.49,0.58,2.64,Win %,50.51%
12-21,Kha'Zix,Assassin,JUNGLE,A,52.49,0.58,2.64,Role %,98.61%
12-21,Kha'Zix,Assassin,JUNGLE,A,52.49,0.58,2.64,Pick %,5.14%
12-21,Kha'Zix,Assassin,JUNGLE,A,52.49,0.58,2.64,Ban %,2.56%
12-21,Kindred,Marksman,JUNGLE,S,56.45,5.38,2.24,Win %,49.66%
12-21,Kindred,Marksman,JUNGLE,S,56.45,5.38,2.24,Role %,95.43%
12-21,Kindred,Marksman,JUNGLE,S,56.45,5.38,2.24,Pick %,6.86%
12-21,Kindred,Marksman,JUNGLE,S,56.45,5.38,2.24,Ban %,7.43%
12-21,Kled,Fighter,TOP,A,48.79,-1.44,2.34,Win %,51.14%
12-21,Kled,Fighter,TOP,A,48.79,-1.44,2.34,Role %,87.24%
12-21,Kled,Fighter,TOP,A,48.79,-1.44,2.34,Pick %,1.71%
12-21,Kled,Fighter,TOP,A,48.79,-1.44,2.34,Ban %,0.75%
12-21,Kog'Maw,Marksman,ADC,D,35.03,-5.35,2.18,Win %,51.26%
12-21,Kog'Maw,Marksman,ADC,D,35.03,-5.35,2.18,Role %,87.91%
12-21,Kog'Maw,Marksman,ADC,D,35.03,-5.35,2.18,Pick %,1.83%
12-21,Kog'Maw,Marksman,ADC,D,35.03,-5.35,2.18,Ban %,0.47%
12-21,LeBlanc,Assassin,MID,A,48.85,-0.79,2.8,Win %,48.12%
12-21,LeBlanc,Assassin,MID,A,48.85,-0.79,2.8,Role %,93.08%
12-21,LeBlanc,Assassin,MID,A,48.85,-0.79,2.8,Pick %,3.57%
12-21,LeBlanc,Assassin,MID,A,48.85,-0.79,2.8,Ban %,4.99%
12-21,Lee Sin,Fighter,JUNGLE,S,63.37,0.49,2.72,Win %,47.65%
12-21,Lee Sin,Fighter,JUNGLE,S,63.37,0.49,2.72,Role %,94.84%
12-21,Lee Sin,Fighter,JUNGLE,S,63.37,0.49,2.72,Pick %,9.52%
12-21,Lee Sin,Fighter,JUNGLE,S,63.37,0.49,2.72,Ban %,4.33%
12-21,Leona,Tank,SUPPORT,A,53.79,0.14,2.37,Win %,50.78%
12-21,Leona,Tank,SUPPORT,A,53.79,0.14,2.37,Role %,98.76%
12-21,Leona,Tank,SUPPORT,A,53.79,0.14,2.37,Pick %,5.31%
12-21,Leona,Tank,SUPPORT,A,53.79,0.14,2.37,Ban %,4.88%
12-21,Lillia,Fighter,JUNGLE,A,48.52,1.3,2.82,Win %,51.21%
12-21,Lillia,Fighter,JUNGLE,A,48.52,1.3,2.82,Role %,80.61%
12-21,Lillia,Fighter,JUNGLE,A,48.52,1.3,2.82,Pick %,3.40%
12-21,Lillia,Fighter,JUNGLE,A,48.52,1.3,2.82,Ban %,1.76%
12-21,Lillia,Fighter,TOP,B,43.9,0.35,2.12,Win %,50.74%
12-21,Lillia,Fighter,TOP,B,43.9,0.35,2.12,Role %,16.42%
12-21,Lillia,Fighter,TOP,B,43.9,0.35,2.12,Pick %,0.76%
12-21,Lillia,Fighter,TOP,B,43.9,0.35,2.12,Ban %,1.86%
12-21,Lissandra,Mage,MID,B,43.53,0.62,2.36,Win %,49.13%
12-21,Lissandra,Mage,MID,B,43.53,0.62,2.36,Role %,92.13%
12-21,Lissandra,Mage,MID,B,43.53,0.62,2.36,Pick %,2.20%
12-21,Lissandra,Mage,MID,B,43.53,0.62,2.36,Ban %,0.63%
12-21,Lucian,Marksman,ADC,S,62.94,8.61,2.35,Win %,50.49%
12-21,Lucian,Marksman,ADC,S,62.94,8.61,2.35,Role %,93.92%
12-21,Lucian,Marksman,ADC,S,62.94,8.61,2.35,Pick %,12.05%
12-21,Lucian,Marksman,ADC,S,62.94,8.61,2.35,Ban %,4.81%
12-21,Lulu,Support,SUPPORT,God,71.38,1.53,3.03,Win %,49.73%
12-21,Lulu,Support,SUPPORT,God,71.38,1.53,3.03,Role %,97.24%
12-21,Lulu,Support,SUPPORT,God,71.38,1.53,3.03,Pick %,9.66%
12-21,Lulu,Support,SUPPORT,God,71.38,1.53,3.03,Ban %,11.91%
12-21,Lux,Mage,SUPPORT,God,75.55,8.85,2.51,Win %,50.89%
12-21,Lux,Mage,SUPPORT,God,75.55,8.85,2.51,Role %,70.54%
12-21,Lux,Mage,SUPPORT,God,75.55,8.85,2.51,Pick %,11.22%
12-21,Lux,Mage,SUPPORT,God,75.55,8.85,2.51,Ban %,7.22%
12-21,Lux,Mage,MID,S,56.13,1.17,2.84,Win %,50.18%
12-21,Lux,Mage,MID,S,56.13,1.17,2.84,Role %,26.96%
12-21,Lux,Mage,MID,S,56.13,1.17,2.84,Pick %,4.31%
12-21,Lux,Mage,MID,S,56.13,1.17,2.84,Ban %,7.22%
12-21,Malphite,Tank,TOP,A,51.05,-1.85,2.44,Win %,50.34%
12-21,Malphite,Tank,TOP,A,51.05,-1.85,2.44,Role %,66.34%
12-21,Malphite,Tank,TOP,A,51.05,-1.85,2.44,Pick %,2.75%
12-21,Malphite,Tank,TOP,A,51.05,-1.85,2.44,Ban %,2.00%
12-21,Malphite,Tank,MID,C,39.73,-2.51,2.44,Win %,49.59%
12-21,Malphite,Tank,MID,C,39.73,-2.51,2.44,Role %,14.12%
12-21,Malphite,Tank,MID,C,39.73,-2.51,2.44,Pick %,0.62%
12-21,Malphite,Tank,MID,C,39.73,-2.51,2.44,Ban %,1.97%
12-21,Malphite,Tank,SUPPORT,D,30.84,-0.79,2.44,Win %,47.00%
12-21,Malphite,Tank,SUPPORT,D,30.84,-0.79,2.44,Role %,15.83%
12-21,Malphite,Tank,SUPPORT,D,30.84,-0.79,2.44,Pick %,0.53%
12-21,Malphite,Tank,SUPPORT,D,30.84,-0.79,2.44,Ban %,2.00%
12-21,Malzahar,Mage,MID,S,57.25,9.26,2.3,Win %,51.22%
12-21,Malzahar,Mage,MID,S,57.25,9.26,2.3,Role %,91.61%
12-21,Malzahar,Mage,MID,S,57.25,9.26,2.3,Pick %,5.12%
12-21,Malzahar,Mage,MID,S,57.25,9.26,2.3,Ban %,4.00%
12-21,Maokai,Tank,SUPPORT,B,46.95,-2.18,2.33,Win %,51.74%
12-21,Maokai,Tank,SUPPORT,B,46.95,-2.18,2.33,Role %,46.63%
12-21,Maokai,Tank,SUPPORT,B,46.95,-2.18,2.33,Pick %,2.70%
12-21,Maokai,Tank,SUPPORT,B,46.95,-2.18,2.33,Ban %,1.96%
12-21,Maokai,Tank,TOP,B,46.65,-3.14,2.27,Win %,50.67%
12-21,Maokai,Tank,TOP,B,46.65,-3.14,2.27,Role %,22.35%
12-21,Maokai,Tank,TOP,B,46.65,-3.14,2.27,Pick %,1.42%
12-21,Maokai,Tank,TOP,B,46.65,-3.14,2.27,Ban %,1.96%
12-21,Maokai,Tank,JUNGLE,B,44.27,-6.6,3.06,Win %,51.28%
12-21,Maokai,Tank,JUNGLE,B,44.27,-6.6,3.06,Role %,30.09%
12-21,Maokai,Tank,JUNGLE,B,44.27,-6.6,3.06,Pick %,1.78%
12-21,Maokai,Tank,JUNGLE,B,44.27,-6.6,3.06,Ban %,1.96%
12-21,Master Yi,Assassin,JUNGLE,S,66.15,-0.74,2.16,Win %,51.51%
12-21,Master Yi,Assassin,JUNGLE,S,66.15,-0.74,2.16,Role %,93.37%
12-21,Master Yi,Assassin,JUNGLE,S,66.15,-0.74,2.16,Pick %,7.16%
12-21,Master Yi,Assassin,JUNGLE,S,66.15,-0.74,2.16,Ban %,20.49%
12-21,Miss Fortune,Marksman,ADC,S,68.77,-11.41,2.31,Win %,50.84%
12-21,Miss Fortune,Marksman,ADC,S,68.77,-11.41,2.31,Role %,88.56%
12-21,Miss Fortune,Marksman,ADC,S,68.77,-11.41,2.31,Pick %,13.32%
12-21,Miss Fortune,Marksman,ADC,S,68.77,-11.41,2.31,Ban %,7.67%
12-21,Mordekaiser,Fighter,TOP,S,68.87,1.54,1.91,Win %,52.75%
12-21,Mordekaiser,Fighter,TOP,S,68.87,1.54,1.91,Role %,79.85%
12-21,Mordekaiser,Fighter,TOP,S,68.87,1.54,1.91,Pick %,7.23%
12-21,Mordekaiser,Fighter,TOP,S,68.87,1.54,1.91,Ban %,10.99%
12-21,Mordekaiser,Fighter,JUNGLE,C,39.89,-1.38,2.4,Win %,51.52%
12-21,Mordekaiser,Fighter,JUNGLE,C,39.89,-1.38,2.4,Role %,13.37%
12-21,Mordekaiser,Fighter,JUNGLE,C,39.89,-1.38,2.4,Pick %,1.19%
12-21,Mordekaiser,Fighter,JUNGLE,C,39.89,-1.38,2.4,Ban %,10.99%
12-21,Morgana,Mage,SUPPORT,God,71.44,4.65,2.56,Win %,51.32%
12-21,Morgana,Mage,SUPPORT,God,71.44,4.65,2.56,Role %,89.41%
12-21,Morgana,Mage,SUPPORT,God,71.44,4.65,2.56,Pick %,7.51%
12-21,Morgana,Mage,SUPPORT,God,71.44,4.65,2.56,Ban %,26.15%
12-21,Nami,Support,SUPPORT,God,85.97,11.58,3.27,Win %,52.62%
12-21,Nami,Support,SUPPORT,God,85.97,11.58,3.27,Role %,99.58%
12-21,Nami,Support,SUPPORT,God,85.97,11.58,3.27,Pick %,13.04%
12-21,Nami,Support,SUPPORT,God,85.97,11.58,3.27,Ban %,3.42%
12-21,Nasus,Fighter,TOP,S,60.91,-2.57,2.06,Win %,52.38%
12-21,Nasus,Fighter,TOP,S,60.91,-2.57,2.06,Role %,79.85%
12-21,Nasus,Fighter,TOP,S,60.91,-2.57,2.06,Pick %,5.15%
12-21,Nasus,Fighter,TOP,S,60.91,-2.57,2.06,Ban %,6.29%
12-21,Nasus,Fighter,MID,B,45.75,1.37,2.42,Win %,53.06%
12-21,Nasus,Fighter,MID,B,45.75,1.37,2.42,Role %,10.27%
12-21,Nasus,Fighter,MID,B,45.75,1.37,2.42,Pick %,0.42%
12-21,Nasus,Fighter,MID,B,45.75,1.37,2.42,Ban %,6.29%
12-21,Nautilus,Tank,SUPPORT,S,59.61,-1.64,2.3,Win %,49.86%
12-21,Nautilus,Tank,SUPPORT,S,59.61,-1.64,2.3,Role %,98.13%
12-21,Nautilus,Tank,SUPPORT,S,59.61,-1.64,2.3,Pick %,7.52%
12-21,Nautilus,Tank,SUPPORT,S,59.61,-1.64,2.3,Ban %,8.62%
12-21,Neeko,Mage,MID,B,42.99,-2.48,2.29,Win %,49.89%
12-21,Neeko,Mage,MID,B,42.99,-2.48,2.29,Role %,55.75%
12-21,Neeko,Mage,MID,B,42.99,-2.48,2.29,Pick %,1.70%
12-21,Neeko,Mage,MID,B,42.99,-2.48,2.29,Ban %,0.53%
12-21,Neeko,Mage,TOP,C,40.26,-3.64,1.98,Win %,50.11%
12-21,Neeko,Mage,TOP,C,40.26,-3.64,1.98,Role %,10.35%
12-21,Neeko,Mage,TOP,C,40.26,-3.64,1.98,Pick %,0.25%
12-21,Neeko,Mage,TOP,C,40.26,-3.64,1.98,Ban %,0.57%
12-21,Neeko,Mage,SUPPORT,C,38.71,-0.56,2.11,Win %,51.21%
12-21,Neeko,Mage,SUPPORT,C,38.71,-0.56,2.11,Role %,26.14%
12-21,Neeko,Mage,SUPPORT,C,38.71,-0.56,2.11,Pick %,0.74%
12-21,Neeko,Mage,SUPPORT,C,38.71,-0.56,2.11,Ban %,0.53%
12-21,Nidalee,Assassin,JUNGLE,B,41.74,-5.29,2.83,Win %,47.46%
12-21,Nidalee,Assassin,JUNGLE,B,41.74,-5.29,2.83,Role %,89.80%
12-21,Nidalee,Assassin,JUNGLE,B,41.74,-5.29,2.83,Pick %,3.42%
12-21,Nidalee,Assassin,JUNGLE,B,41.74,-5.29,2.83,Ban %,2.60%
12-21,Nilah,Marksman,ADC,B,44.84,1.5,2.31,Win %,53.43%
12-21,Nilah,Marksman,ADC,B,44.84,1.5,2.31,Role %,95.16%
12-21,Nilah,Marksman,ADC,B,44.84,1.5,2.31,Pick %,3.09%
12-21,Nilah,Marksman,ADC,B,44.84,1.5,2.31,Ban %,6.22%
12-21,Nocturne,Assassin,JUNGLE,B,45.14,-3.29,2.59,Win %,49.48%
12-21,Nocturne,Assassin,JUNGLE,B,45.14,-3.29,2.59,Role %,93.61%
12-21,Nocturne,Assassin,JUNGLE,B,45.14,-3.29,2.59,Pick %,3.68%
12-21,Nocturne,Assassin,JUNGLE,B,45.14,-3.29,2.59,Ban %,1.87%
12-21,Nunu,Tank,JUNGLE,B,44.61,-1.66,2.92,Win %,49.54%
12-21,Nunu,Tank,JUNGLE,B,44.61,-1.66,2.92,Role %,89.55%
12-21,Nunu,Tank,JUNGLE,B,44.61,-1.66,2.92,Pick %,3.06%
12-21,Nunu,Tank,JUNGLE,B,44.61,-1.66,2.92,Ban %,0.98%
12-21,Olaf,Fighter,TOP,A,52.07,1.41,1.86,Win %,52.91%
12-21,Olaf,Fighter,TOP,A,52.07,1.41,1.86,Role %,71.67%
12-21,Olaf,Fighter,TOP,A,52.07,1.41,1.86,Pick %,2.55%
12-21,Olaf,Fighter,TOP,A,52.07,1.41,1.86,Ban %,1.97%
12-21,Olaf,Fighter,JUNGLE,C,39.66,7.22,2.46,Win %,52.11%
12-21,Olaf,Fighter,JUNGLE,C,39.66,7.22,2.46,Role %,25.63%
12-21,Olaf,Fighter,JUNGLE,C,39.66,7.22,2.46,Pick %,0.87%
12-21,Olaf,Fighter,JUNGLE,C,39.66,7.22,2.46,Ban %,1.97%
12-21,Orianna,Mage,MID,B,45.74,-1.18,2.68,Win %,49.88%
12-21,Orianna,Mage,MID,B,45.74,-1.18,2.68,Role %,91.72%
12-21,Orianna,Mage,MID,B,45.74,-1.18,2.68,Pick %,1.92%
12-21,Orianna,Mage,MID,B,45.74,-1.18,2.68,Ban %,0.16%
12-21,Ornn,Tank,TOP,S,60.52,-1.68,2.34,Win %,50.68%
12-21,Ornn,Tank,TOP,S,60.52,-1.68,2.34,Role %,93.22%
12-21,Ornn,Tank,TOP,S,60.52,-1.68,2.34,Pick %,5.91%
12-21,Ornn,Tank,TOP,S,60.52,-1.68,2.34,Ban %,1.03%
12-21,Pantheon,Fighter,MID,A,48.92,1.71,2.46,Win %,53.31%
12-21,Pantheon,Fighter,MID,A,48.92,1.71,2.46,Role %,21.42%
12-21,Pantheon,Fighter,MID,A,48.92,1.71,2.46,Pick %,1.20%
12-21,Pantheon,Fighter,MID,A,48.92,1.71,2.46,Ban %,1.36%
12-21,Pantheon,Fighter,TOP,C,39.75,-5.04,2.06,Win %,48.23%
12-21,Pantheon,Fighter,TOP,C,39.75,-5.04,2.06,Role %,22.07%
12-21,Pantheon,Fighter,TOP,C,39.75,-5.04,2.06,Pick %,1.16%
12-21,Pantheon,Fighter,TOP,C,39.75,-5.04,2.06,Ban %,1.28%
12-21,Pantheon,Fighter,JUNGLE,C,36.59,-0.22,2.54,Win %,49.39%
12-21,Pantheon,Fighter,JUNGLE,C,36.59,-0.22,2.54,Role %,24.78%
12-21,Pantheon,Fighter,JUNGLE,C,36.59,-0.22,2.54,Pick %,1.36%
12-21,Pantheon,Fighter,JUNGLE,C,36.59,-0.22,2.54,Ban %,1.28%
12-21,Pantheon,Fighter,SUPPORT,D,33.75,1.01,1.95,Win %,47.65%
12-21,Pantheon,Fighter,SUPPORT,D,33.75,1.01,1.95,Role %,31.22%
12-21,Pantheon,Fighter,SUPPORT,D,33.75,1.01,1.95,Pick %,1.75%
12-21,Pantheon,Fighter,SUPPORT,D,33.75,1.01,1.95,Ban %,1.28%
12-21,Poppy,Tank,TOP,B,46.36,2.44,2.14,Win %,51.45%
12-21,Poppy,Tank,TOP,B,46.36,2.44,2.14,Role %,33.74%
12-21,Poppy,Tank,TOP,B,46.36,2.44,2.14,Pick %,1.09%
12-21,Poppy,Tank,TOP,B,46.36,2.44,2.14,Ban %,0.99%
12-21,Poppy,Tank,JUNGLE,C,40.14,2.16,2.68,Win %,49.89%
12-21,Poppy,Tank,JUNGLE,C,40.14,2.16,2.68,Role %,56.65%
12-21,Poppy,Tank,JUNGLE,C,40.14,2.16,2.68,Pick %,1.92%
12-21,Poppy,Tank,JUNGLE,C,40.14,2.16,2.68,Ban %,0.99%
12-21,Pyke,Support,SUPPORT,God,74.34,8.52,2.28,Win %,49.68%
12-21,Pyke,Support,SUPPORT,God,74.34,8.52,2.28,Role %,92.40%
12-21,Pyke,Support,SUPPORT,God,74.34,8.52,2.28,Pick %,10.84%
12-21,Pyke,Support,SUPPORT,God,74.34,8.52,2.28,Ban %,17.67%
12-21,Qiyana,Assassin,MID,B,43.34,0.15,2.11,Win %,49.50%
12-21,Qiyana,Assassin,MID,B,43.34,0.15,2.11,Role %,70.70%
12-21,Qiyana,Assassin,MID,B,43.34,0.15,2.11,Pick %,2.31%
12-21,Qiyana,Assassin,MID,B,43.34,0.15,2.11,Ban %,1.54%
12-21,Qiyana,Assassin,JUNGLE,C,37.62,5.37,2.54,Win %,50.88%
12-21,Qiyana,Assassin,JUNGLE,C,37.62,5.37,2.54,Role %,24.72%
12-21,Qiyana,Assassin,JUNGLE,C,37.62,5.37,2.54,Pick %,0.83%
12-21,Qiyana,Assassin,JUNGLE,C,37.62,5.37,2.54,Ban %,1.54%
12-21,Quinn,Marksman,TOP,B,45.34,-3.45,1.89,Win %,51.47%
12-21,Quinn,Marksman,TOP,B,45.34,-3.45,1.89,Role %,79.67%
12-21,Quinn,Marksman,TOP,B,45.34,-3.45,1.89,Pick %,1.22%
12-21,Quinn,Marksman,TOP,B,45.34,-3.45,1.89,Ban %,0.64%
12-21,Rakan,Support,SUPPORT,A,49.75,1.15,2.86,Win %,50.88%
12-21,Rakan,Support,SUPPORT,A,49.75,1.15,2.86,Role %,97.86%
12-21,Rakan,Support,SUPPORT,A,49.75,1.15,2.86,Pick %,3.47%
12-21,Rakan,Support,SUPPORT,A,49.75,1.15,2.86,Ban %,0.23%
12-21,Rammus,Tank,JUNGLE,A,55.22,-4.75,3.18,Win %,52.61%
12-21,Rammus,Tank,JUNGLE,A,55.22,-4.75,3.18,Role %,91.47%
12-21,Rammus,Tank,JUNGLE,A,55.22,-4.75,3.18,Pick %,3.75%
12-21,Rammus,Tank,JUNGLE,A,55.22,-4.75,3.18,Ban %,8.15%
12-21,Rek'Sai,Fighter,JUNGLE,B,42.88,0.41,2.59,Win %,50.78%
12-21,Rek'Sai,Fighter,JUNGLE,B,42.88,0.41,2.59,Role %,97.13%
12-21,Rek'Sai,Fighter,JUNGLE,B,42.88,0.41,2.59,Pick %,2.30%
12-21,Rek'Sai,Fighter,JUNGLE,B,42.88,0.41,2.59,Ban %,2.37%
12-21,Rell,Tank,SUPPORT,B,46.3,-1.26,2.51,Win %,52.19%
12-21,Rell,Tank,SUPPORT,B,46.3,-1.26,2.51,Role %,98.19%
12-21,Rell,Tank,SUPPORT,B,46.3,-1.26,2.51,Pick %,1.97%
12-21,Rell,Tank,SUPPORT,B,46.3,-1.26,2.51,Ban %,0.39%
12-21,Renata Glasc,Support,SUPPORT,S,61.44,6.39,2.74,Win %,50.98%
12-21,Renata Glasc,Support,SUPPORT,S,61.44,6.39,2.74,Role %,99.03%
12-21,Renata Glasc,Support,SUPPORT,S,61.44,6.39,2.74,Pick %,7.08%
12-21,Renata Glasc,Support,SUPPORT,S,61.44,6.39,2.74,Ban %,4.13%
12-21,Renekton,Fighter,TOP,A,48.89,-1.75,1.76,Win %,48.24%
12-21,Renekton,Fighter,TOP,A,48.89,-1.75,1.76,Role %,86.15%
12-21,Renekton,Fighter,TOP,A,48.89,-1.75,1.76,Pick %,4.68%
12-21,Renekton,Fighter,TOP,A,48.89,-1.75,1.76,Ban %,3.04%
12-21,Renekton,Fighter,MID,B,42.46,0.45,2.03,Win %,52.02%
12-21,Renekton,Fighter,MID,B,42.46,0.45,2.03,Role %,12.55%
12-21,Renekton,Fighter,MID,B,42.46,0.45,2.03,Pick %,0.67%
12-21,Renekton,Fighter,MID,B,42.46,0.45,2.03,Ban %,3.04%
12-21,Rengar,Assassin,JUNGLE,B,44.82,-0.76,2.34,Win %,49.80%
12-21,Rengar,Assassin,JUNGLE,B,44.82,-0.76,2.34,Role %,78.90%
12-21,Rengar,Assassin,JUNGLE,B,44.82,-0.76,2.34,Pick %,3.60%
12-21,Rengar,Assassin,JUNGLE,B,44.82,-0.76,2.34,Ban %,6.14%
12-21,Rengar,Assassin,TOP,B,44.5,3.44,1.95,Win %,51.35%
12-21,Rengar,Assassin,TOP,B,44.5,3.44,1.95,Role %,18.44%
12-21,Rengar,Assassin,TOP,B,44.5,3.44,1.95,Pick %,0.84%
12-21,Rengar,Assassin,TOP,B,44.5,3.44,1.95,Ban %,6.14%
12-21,Riven,Fighter,TOP,A,50.33,0.03,1.95,Win %,49.71%
12-21,Riven,Fighter,TOP,A,50.33,0.03,1.95,Role %,90.29%
12-21,Riven,Fighter,TOP,A,50.33,0.03,1.95,Pick %,3.91%
12-21,Riven,Fighter,TOP,A,50.33,0.03,1.95,Ban %,1.35%
12-21,Rumble,Fighter,MID,A,50.42,1.31,2.69,Win %,53.76%
12-21,Rumble,Fighter,MID,A,50.42,1.31,2.69,Role %,37.35%
12-21,Rumble,Fighter,MID,A,50.42,1.31,2.69,Pick %,1.03%
12-21,Rumble,Fighter,MID,A,50.42,1.31,2.69,Ban %,0.62%
12-21,Rumble,Fighter,TOP,B,41.1,-0.81,2.13,Win %,48.72%
12-21,Rumble,Fighter,TOP,B,41.1,-0.81,2.13,Role %,50.76%
12-21,Rumble,Fighter,TOP,B,41.1,-0.81,2.13,Pick %,1.16%
12-21,Rumble,Fighter,TOP,B,41.1,-0.81,2.13,Ban %,0.62%
12-21,Ryze,Mage,MID,C,38.53,0.67,2.17,Win %,45.40%
12-21,Ryze,Mage,MID,C,38.53,0.67,2.17,Role %,85.15%
12-21,Ryze,Mage,MID,C,38.53,0.67,2.17,Pick %,3.21%
12-21,Ryze,Mage,MID,C,38.53,0.67,2.17,Ban %,0.20%
12-21,Ryze,Mage,TOP,C,37.39,3.04,1.82,Win %,48.81%
12-21,Ryze,Mage,TOP,C,37.39,3.04,1.82,Role %,12.48%
12-21,Ryze,Mage,TOP,C,37.39,3.04,1.82,Pick %,0.47%
12-21,Ryze,Mage,TOP,C,37.39,3.04,1.82,Ban %,0.20%
12-21,Samira,Marksman,ADC,S,61.99,1.13,2.3,Win %,51.13%
12-21,Samira,Marksman,ADC,S,61.99,1.13,2.3,Role %,97.92%
12-21,Samira,Marksman,ADC,S,61.99,1.13,2.3,Pick %,9.39%
12-21,Samira,Marksman,ADC,S,61.99,1.13,2.3,Ban %,20.55%
12-21,Sejuani,Tank,JUNGLE,S,57.75,-0.38,3.44,Win %,51.79%
12-21,Sejuani,Tank,JUNGLE,S,57.75,-0.38,3.44,Role %,57.06%
12-21,Sejuani,Tank,JUNGLE,S,57.75,-0.38,3.44,Pick %,4.81%
